episode_number,date_episode_published,data_set,year_elligible_for_best_of,duration_in_minutes,episode_type,episode_title,guests_and_characters_from_wikipedia_semicolon_delimited,synopsis_and_segments,fandom_wikia_suffix,best_of_rank,weight_flat,weight_inverse,weight_linear,is_on_best_of_boolean
524,2017-12-11,training,2018,98,regular,Merry Chunky Christmas with Neil Patrick Harris,Neil Patrick Harris;Paul F. Tompkins as Big Chunky Bubbles;Shaun Diston as Rudi North,,https://comedybangbang.fandom.com/wiki/Merry_Chunky_Christmas_with_Neil_Patrick_Harris,11,1.0,0.200,0.692,TRUE
525,2017-12-18,training,2018,146,holiday,2017 Holiday Spectacular,Mister Heavenly;Jason Mantzoukas;Lauren Lapkus as Ho Ho;Jon Gabrus as Gino Lombardo;Mike Hanford as John Lennon;Paul F. Tompkins as Mayor Junius Bobbledoonary and Old Woman;James Adomian as Chris Matthews;Carl Tart as MC Sugar Butt;Tawny Newsome as Gary Urbansky;Drew Tarver as Keith Jones;Jeremy Rowley as Ming;Neil Campbell as Ernie Bread,,https://comedybangbang.fandom.com/wiki/2017_Holiday_Spectacular,1,1.0,0.200,0.692,TRUE
526,2018-01-08,training,2018,68,regular,Air Lift Me Out,Ben Schwartz;Horatio Sanz as himself and Shelly Driftwood,,https://comedybangbang.fandom.com/wiki/Air_Lift_Me_Out,,1.0,0.200,0.692,FALSE
527,2018-01-15,training,2018,78,regular,Hootie Hoo,Ego Nwodim as Dorothy Charlessss;Shaun Diston as Leo Williams;Alison Rich as Will Crowe,,https://comedybangbang.fandom.com/wiki/Hootie_Hoo,,1.0,0.200,0.692,FALSE
528,2018-01-22,training,2018,71,regular,This Is The Story of My Life,Natasha Leggero;Riki Lindhome;Zeke Nicholson as Kiwi Kris;Drew Tarver as Josh Fox,Would You Rather,https://comedybangbang.fandom.com/wiki/This_Is_The_Story_of_My_Life,,1.0,0.200,0.692,FALSE
529,2018-01-29,training,2018,80,regular,Am I The What?,Patton Oswalt;Andy Daly as Dalton Wilcox;Mary Sohn as Pam Tran,,https://comedybangbang.fandom.com/wiki/Am_I_The_What%3F,,1.0,0.200,0.692,FALSE
530,2018-02-05,training,2018,79,regular,Zoom Zoom,Whitney Cummings;Jessica McKenna as Barry Big;Marques Ray as Danny Trejo Jr.,,https://comedybangbang.fandom.com/wiki/Zoom_Zoom,,1.0,0.200,0.692,FALSE
531,2018-02-12,training,2018,85,regular,Atmosphere Bully,Todd Glass;James Adomian as Winston Churchill;Nicole Byer as Becky,,https://comedybangbang.fandom.com/wiki/Atmosphere_Bully,,1.0,0.200,0.692,FALSE
532,2018-02-19,training,2018,106,regular,Everything is Horrible and Wonderful,Stephanie Wittels Wachs;Will Hines as Morpheus the Dream Lord;Paul F. Tompkins as Brock Lovett;Tawny Newsome as The Rum Tum Tugger,,https://comedybangbang.fandom.com/wiki/Everything_Is_Horrible_and_Wonderful,13,1.0,0.200,0.692,TRUE
533,2018-02-26,training,2018,85,regular,"Is That Chocolate, Or What?",Weird Al Yankovic;Mary Holland as Debbie Creepy;Mano Agapion as Jergen Tavikya,Would You Rather,"https://comedybangbang.fandom.com/wiki/Is_That_Chocolate,_Or_What%3F",,1.0,0.200,0.692,FALSE
534,2018-03-05,training,2018,72,regular,Solid As A Rock,Paul Rust;Claudia ODoherty;Carl Tart as Bashford;Ego Nwodim as Franklin,Would You Rather,https://comedybangbang.fandom.com/wiki/Solid_As_A_Rock,3,1.0,0.200,0.692,TRUE
535,2018-03-12,training,2018,79,regular,Niles Per Hour,Peter Serafinowicz;Griffin Newman;Shaun Diston as Rudi North;Natalie Palamides as Shaliyah;Courtney Pauroso as Conchneee,,https://comedybangbang.fandom.com/wiki/Niles_Per_Hour,,1.0,0.200,0.692,FALSE
536,2018-03-15,training,2018,85,live,Live from SXSW 2018,Tatiana Maslany;Jon Gabrus as Gino Lombardo;Lauren Lapkus as Todd;Paul Scheer as Scott Jeffries;James Adomian as Sebastian Gorka,,https://comedybangbang.fandom.com/wiki/Live_from_SXSW_2018,,1.0,0.200,0.692,FALSE
537,2018-03-19,training,2018,67,regular,Silly Cone Valley Poo Crew Minus One,"Thomas Middleditch as himself, Janine Blackwell, and Kumail Nanjiani;Martin Starr",,https://comedybangbang.fandom.com/wiki/Silly_Cone_Valley_Poo_Crew_Minus_One,,1.0,0.200,0.692,FALSE
538,2018-03-26,training,2018,81,regular,Ro...ller Co...aster O...ne,Chelsea Peretti;Matt Besser as Mick 4D;Dhruv Uday Singh as Samir Chakraborty,,https://comedybangbang.fandom.com/wiki/Ro%E2%80%A6ller_Co%E2%80%A6aster_O%E2%80%A6ne,,1.0,0.200,0.692,FALSE
539,2018-04-02,training,2018,69,regular,The Pointing Sisters,Adam Cayton-Holland;Neil Campbell as Larry the Loner;DArcy Carden as Dino & Shame,,https://comedybangbang.fandom.com/wiki/The_Pointing_Sisters,,1.0,0.200,0.692,FALSE
540,2018-04-09,training,2018,84,regular,Low Five,Jon Hamm;Paul F. Tompkins as Al A. Peterson;Jessica McKenna as Margery Kershaw;Zach Reino as Dash Grabum,,https://comedybangbang.fandom.com/wiki/Low_Five,4,1.0,0.200,0.692,TRUE
541,2018-04-16,training,2018,77,regular,Is That A Joke?,"Thomas Middleditch as himself, Mitch Slocum, and Slippy Daniels;Ben Schwartz as himself, Leonard Stooltap, and Jack Pot",,https://comedybangbang.fandom.com/wiki/Is_That_A_Joke%3F,8,1.0,0.200,0.692,TRUE
542,2018-04-23,training,2018,79,regular,Big Ben Minus Ten,Phoebe Robinson;Madeline Walter as Mary Berry;Ronnie Adrian as Bertrand Sweet Sauce Gilmore,,https://comedybangbang.fandom.com/wiki/Big_Ben_Minus_Ten,,1.0,0.200,0.692,FALSE
543,2018-04-30,training,2018,109,anniversary,The 9th Anniversary Show!,Sean Clements;Hayes Davenport;Lauren Lapkus as Dirk Thirsty;Paul F. Tompkins as Emily Grandchildren;Shaun Diston as Rudi North;Zeke Nicholson as Kiwi Kris;Ego Nwodim as Entrée PeeE Neur;Madeline Walter as Charles Manson,,https://comedybangbang.fandom.com/wiki/The_9th_Anniversary_Show!,2,1.0,0.200,0.692,TRUE
544,2018-05-07,training,2018,89,regular,On Script,Michael Ian Black;Nick Thune;Zac Oyama as Kenny Takahashi;Holly Prazoff as Melissa,,https://comedybangbang.fandom.com/wiki/On_Script,,1.0,0.200,0.692,FALSE
545,2018-05-14,training,2018,79,regular,Casual High Technology with Wajatta,Reggie Watts;John Tejada;Jeremy Rowley as Ming;Alison Rich as Margarite Shoes,,https://comedybangbang.fandom.com/wiki/Casual_High_Technology_with_Wajatta,,1.0,0.200,0.692,FALSE
546,2018-05-17,training,2018,74,regular,69 Show Pitches,Sean Clements;Hayes Davenport,,https://comedybangbang.fandom.com/wiki/69_Show_Pitches,,1.0,0.200,0.692,FALSE
547,2018-05-21,training,2018,81,regular,Johnny Pacquiao,John Mulaney;Seth Morris as Clovis Mandrake;Betsy Sodaro as Mrs. Potts,,https://comedybangbang.fandom.com/wiki/Johnny_Pacquiao,,1.0,0.200,0.692,FALSE
548,2018-05-28,training,2018,95,regular,Know What Im Saying?,Gillian Jacobs;Paul F. Tompkins as Lavinia Marsh Caruthers;Lamar Woods as Carmine;Tawny Newsome as eDream Vignette,,https://comedybangbang.fandom.com/wiki/Know_What_I%27m_Saying%3F,,1.0,0.200,0.692,FALSE
549,2018-06-04,training,2018,79,special,Prom Womptacular,Jessica St. Clair as Marissa Wompler;Lennon Parham as Charlotte Listler;Brian Huskey as Dr. Seth Wompler and Vance H.;Paul Scheer as C.S. Steers,NOTE: also featuring Scott Aukerman as Dabney Coleperson,https://comedybangbang.fandom.com/wiki/Prom_Womptacular,,1.0,0.200,0.692,FALSE
550,2018-06-11,training,2018,87,regular,Cheesing Out the Wave D-Hole,Jason Mantzoukas;Andy Daly as Hot Dog,,https://comedybangbang.fandom.com/wiki/Cheesing_Out_The_Wave_D-Hole,6,1.0,0.200,0.692,TRUE
551,2018-06-18,training,2018,86,regular,New to the Wax with The Sloppy Boys,Jon Gabrus as Gino Lombardo;Mike Hanford as himself and John Lennon;Tim Kalpakis;Jefferson Dutton;Shaun Diston as Devin OShea,,https://comedybangbang.fandom.com/wiki/New_to_the_Wax_with_The_Sloppy_Boys,,1.0,0.200,0.692,FALSE
552,2018-06-25,training,2018,90,regular,"Hey, Keep Readin",Weird Al Yankovic;Ryan Gaul as Dr. Peter Fash;Edi Patterson as Bean Dip,,"https://comedybangbang.fandom.com/wiki/Hey,_Keep_Readin%E2%80%99",,1.0,0.200,0.692,FALSE
553,2018-07-02,training,2018,67,regular,Lets Write on the White,Lakeith Stanfield;Ego Nwodim as Darlington Cassel/Meryl Stanfield;Mary Sohn as Nancy Yi and Bob Cat,,https://comedybangbang.fandom.com/wiki/Let%E2%80%99s_Write_On_The_White,,1.0,0.200,0.692,FALSE
554,2018-07-09,training,2018,75,regular,Educainment Squad,"Horatio Sanz as himself, Peppers McGilly, and Big One;Thomas Middleditch as Lyle Cummings",,https://comedybangbang.fandom.com/wiki/Educainment_Squad,5,1.0,0.200,0.692,TRUE
555,2018-07-16,training,2018,73,regular,What A Wonderful WaterWorld,Cameron Esposito;Paul F. Tompkins as JW Stillwater;Matt Gourley as Cal Buckley/Professor Stillwater,,https://comedybangbang.fandom.com/wiki/What_A_Wonderful_WaterWorld,,1.0,0.200,0.692,FALSE
556,2018-07-23,training,2018,67,regular,Tips n Tricks,Kristian Bruun;John Gemberling as Erupt;Gil Ozeri as Sweatch;Zeke Nicholson as Raul DeLaMancha,,https://comedybangbang.fandom.com/wiki/Tips_%E2%80%98n%E2%80%99_Tricks,,1.0,0.200,0.692,FALSE
557,2018-07-23,training,2018,60,regular,Word Down,Carl Tart as Larry Blackmon;Madeline Walter as Nance,,https://comedybangbang.fandom.com/wiki/Word_Down,,1.0,0.200,0.692,FALSE
558,2018-07-29,training,2018,65,regular,Ship of Love,Casey Wilson;Drew Tarver as Martin Sheffield Lickly;Zac Oyama as Chase Varner,Would You Rather,https://comedybangbang.fandom.com/wiki/Ship_of_Love,14,1.0,0.200,0.692,TRUE
559,2018-08-06,training,2018,60,regular,Jen and Berrys Frozen Ice,Bobby Moynihan as Jen;Eugene Cordero as Berry,,https://comedybangbang.fandom.com/wiki/Jen_and_Berry%E2%80%99s_Frozen_Ice,,1.0,0.200,0.692,FALSE
560,2018-08-13,training,2018,70,regular,1-800 Jingles,Ben Schwartz;Jessica McKenna as Phil Shorts;Will Hines as Hypnoto the Mesmerist and Morpheus the Dream Lord,,https://comedybangbang.fandom.com/wiki/1-800_Jingles,,1.0,0.200,0.692,FALSE
561,2018-08-20,training,2018,69,regular,Poke Mitzvah,Andy Richter;Zach Reino as Dash Grabum;Tawny Newsome as Hekla Jonsdottir,,https://comedybangbang.fandom.com/wiki/Poke_Mitzvah,,1.0,0.200,0.692,FALSE
562,2018-08-27,training,2018,84,regular,Theyvent Yet,Max Silvestri;Matt Besser as Daniel Faraway;Joe Wengert as Roman DOGrots,Would You Rather,https://comedybangbang.fandom.com/wiki/They%27ven%27t_Yet,,1.0,0.200,0.692,FALSE
563,2018-09-02,training,2018,65,regular,Where You Come From with CHVRCHES,CHVRCHES;Edi Patterson as Bean Dip;Holly Prazoff as Mary Lisa,,https://comedybangbang.fandom.com/wiki/Where_You_Come_From_with_CHVRCHES,,1.0,0.200,0.692,FALSE
564,2018-09-10,training,2018,77,regular,Svelte Scale,Zach Galifianakis;Andy Daly as Byron Denniston;Nicole Parker as Celine Dion,,https://comedybangbang.fandom.com/wiki/Svelte_Scale,,1.0,0.200,0.692,FALSE
565,2018-09-17,training,2018,88,regular,Cmon Bake Bake,Jason Mantzoukas;Mary Holland as Eugenia Wobbles;DArcy Carden as Augie Augerman,,https://comedybangbang.fandom.com/wiki/C%27mon_Bake_Bake,12,1.0,0.200,0.692,TRUE
566,2018-09-24,training,2018,90,regular,The Calvins Triplets,Taran Killam as Bever Hopox and Marinka Oligarch;Paul Brittain as Chico Hands;Ryan Gaul as Bisby St. Hancock,,https://comedybangbang.fandom.com/wiki/The_Calvins_Triplets,10,1.0,0.200,0.692,TRUE
567,2018-10-01,training,2018,71,regular,Midnight Junket,"Lennon Parham as Forsythia;Nick Kroll as Sergei, himself, and Timmy;Gil Ozeri as Bane",,https://comedybangbang.fandom.com/wiki/Midnight_Junket,,1.0,0.200,0.692,FALSE
568,2018-10-08,training,2018,90,regular,Literal Web,Ike Barinholtz;Dhruv Uday Singh as Lin-Manuel Miranda;Mary Sohn as Nadine Funts,,https://comedybangbang.fandom.com/wiki/Literal_Web,,1.0,0.200,0.692,FALSE
569,2018-10-15,training,2018,87,regular,Dull Knives Sturdy Eyes,Emily Heller;Drew Tarver as Matthew;Dan Lippert as Luke;Ryan Rosenberg as Chris;Jon Mackey as Billy,Would You Rather,"https://comedybangbang.fandom.com/wiki/Dull_Knives,_Sturdy_Eyes",,1.0,0.200,0.692,FALSE
570,2018-10-22,training,2018,74,regular,The Dirty 27,David Wain;Thomas Middleditch as himself and Brody Broderson;Shaun Diston as Rudi North,,https://comedybangbang.fandom.com/wiki/The_Dirty_27,,1.0,0.200,0.692,FALSE
571,2018-10-29,training,2018,79,regular,Rope Beats Rock,Jon Gabrus as Gino Lombardo;Betsy Sodaro as Queen Cleopatra;Will Hines as Idaho,,https://comedybangbang.fandom.com/wiki/Rope_Beats_Rock,,1.0,0.200,0.692,FALSE
572,2018-11-05,training,2018,80,regular,Changerous,Jason Mantzoukas;Paul F. Tompkins as Buttonwillow McKittrick,,https://comedybangbang.fandom.com/wiki/Changerous,9,1.0,0.200,0.692,TRUE
573,2018-11-12,training,2018,103,regular,Alfred Molina Flair,Adam Cayton-Holland;Alana Johnston as Diane Templeton;Ben Rodgers as Jack Furz,Would You Rather,https://comedybangbang.fandom.com/wiki/Alfred_Molina_Flair,,1.0,0.200,0.692,FALSE
574,2018-11-19,training,2018,92,regular,Conan Never Goes Outside,Conan OBrien;Paul F. Tompkins as Pat Hamptoncrat;Lauren Lapkus as Scat Hamptoncrat;Mary Holland as Prudence Farth,,https://comedybangbang.fandom.com/wiki/Conan_Never_Goes_Outside,7,1.0,0.200,0.692,TRUE
575,2018-11-26,training,2019,84,regular,That Dazzles Me Already,Dont Stop or Well Die;Paul Rust;Michael Cassady;Mike Hanford as John Lennon;Zac Oyama as Keantwo Reeves,,https://comedybangbang.fandom.com/wiki/That_Dazzles_Me_Already,,1.0,0.250,0.762,FALSE
576,2018-12-03,training,2019,71,regular,What the Sound Made,Andy Daly as Joe Bongo;Tim Baltz as Randy Snutz,,https://comedybangbang.fandom.com/wiki/What_the_Sound_Made,,1.0,0.250,0.762,FALSE
577,2018-12-10,training,2019,77,regular,Miss-pered,Flula Borg;Shaun Diston as Sprague the Whisperer;Lily Sullivan as Kayla Dickie,,https://comedybangbang.fandom.com/wiki/Miss-pered,,1.0,0.250,0.762,FALSE
578,2018-12-13,training,2019,69,regular,Right Off The Batman,Paul F. Tompkins as Cal Solomon;Bobby Moynihan as Batman,,https://comedybangbang.fandom.com/wiki/Right_Off_The_Batman,3,1.0,0.250,0.762,TRUE
579,2018-12-17,training,2019,129,hoilday,2018 Holiday Spectacular,"Jason Mantzoukas;Jon Gabrus as Gino Lombardo;Paul F. Tompkins as Santa Claus;Lauren Lapkus as Big Sue Claus;Shaun Diston as Rudi North;Zeke Nicholson as Peter Griffin;Jessica McKenna as Beth and Killiam;Mike Hanford as John Lennon;Will Hines as Morpheus, The Dream Lord;Ryan Gaul as Deanas Croc;Tim Baltz as Daenas Croc;Thomas Middleditch as Big Dog;Nick Wiger as Leo Carpazzi",,https://comedybangbang.fandom.com/wiki/2018_Holiday_Spectacular,4,1.0,0.250,0.762,TRUE
580,2019-01-07,training,2019,69,regular,Legend of Mr. Met,"Ben Schwartz;Horatio Sanz as himself, Johnny Salese, and Chris Grezlik",Riddle Me This,https://comedybangbang.fandom.com/wiki/Legend_of_Mr._Met,,1.0,0.250,0.762,FALSE
581,2019-01-14,training,2019,67,regular,Thickest Oompa Loompa,Matt Ingebretson;Jake Weisman;Ego Nwodim as Willamina Wonka;Mary Scheer as Doreen Blachly,Would You Rather,https://comedybangbang.fandom.com/wiki/Thickest_Oompa_Loompa,,1.0,0.250,0.762,FALSE
582,2019-01-17,training,2019,95,regular,Practice Sacks,Sam Richardson;Joe Wengert as Coach Joel GanVundi;Mary Sohn as Deb,,https://comedybangbang.fandom.com/wiki/Practice_Sacks,,1.0,0.250,0.762,FALSE
583,2019-01-21,training,2019,96,regular,Batman Nine-Nine,Chelsea Peretti;Drew Tarver as Martin Sheffield Lickly;John Gemberling as Chitter Chitter Cluck Click,,https://comedybangbang.fandom.com/wiki/Batman_Nine-Nine,5,1.0,0.250,0.762,TRUE
584,2019-01-28,training,2019,76,regular,Weirdamony Alimony Tony,John Hodgman;Paul F. Tompkins as Alimony Tony;Will Hines as Rupert Sharp,,https://comedybangbang.fandom.com/wiki/Weirdamony_Alimony_Tony,7,1.0,0.250,0.762,TRUE
585,2019-02-04,training,2019,85,regular,Lemons is the New Black,"Matt Walsh;Lauren Lapkus as Traci Reardon;Dhruv Uday Singh as Allen Woody, Louis C.K., and Roman Polanski",Riddle Me This,https://comedybangbang.fandom.com/wiki/Lemons_Is_the_New_Black,,1.0,0.250,0.762,FALSE
586,2019-02-11,training,2019,80,regular,Butt First,River Butcher;Colton Dunn as Devon Westinghouse;Ryan Gaul as James P. Garity,Would You Rather,https://comedybangbang.fandom.com/wiki/Butt_First,,1.0,0.250,0.762,FALSE
587,2019-02-18,training,2019,87,regular,No Relation,Maya Erskine;Anna Konkle;Dan Lippert as Seth Berkowitz;Ronnie Adrian as Perry Gordon,,https://comedybangbang.fandom.com/wiki/No_Relation,,1.0,0.250,0.762,FALSE
588,2019-02-25,training,2019,90,regular,Lil Choices,Jason Mantzoukas;Thomas Middleditch as Kaitlin,,https://comedybangbang.fandom.com/wiki/Lil%27_Choices,2,1.0,0.250,0.762,TRUE
589,2019-03-04,training,2019,73,regular,Werewolfwithal,Patton Oswalt;Andy Daly as Dalton Wilcox,,https://comedybangbang.fandom.com/wiki/Werewolfwithal,11,1.0,0.250,0.762,TRUE
590,2019-03-11,training,2019,81,regular,Bread Mop,Andrea Savage;Matt Besser as Jackson Maine;Madeline Walter as Linda Watermark,,https://comedybangbang.fandom.com/wiki/Bread_Mop,,1.0,0.250,0.762,FALSE
591,2019-03-14,training,2019,79,regular,UnbeWiebebeble,Flula Borg;Shaun Diston as Sprague the Whisperer;Lily Sullivan as Kayla Dickie;Tim Baltz as Jud Wiebe,,https://comedybangbang.fandom.com/wiki/UnbeWiebeble:_Kayla_Dickie_Returns,,1.0,0.250,0.762,FALSE
592,2019-03-18,training,2019,89,regular,The PeeE Neurs,Langston Kerman;Ego Nwodim as Entrée PeeE Neur;Carl Tart as Appetizer PeeE Neur;Paul F. Tompkins as Jarles,,https://comedybangbang.fandom.com/wiki/The_PeeE_Neurs,9,1.0,0.250,0.762,TRUE
593,2019-03-25,training,2019,69,regular,Get In The Way Gremlin,Natalie Morales;Jessica McKenna as Get In The Way Gremlin;Zeke Nicholson as Peter Griffin,,https://comedybangbang.fandom.com/wiki/Get_In_The_Way_Gremlin,,1.0,0.250,0.762,FALSE
594,2019-03-28,training,2019,81,regular,Now Its Time For A Breakdown,Dan Mangan;Will Hines as Randy Useless;Jon Mackey as Jimmy-Bug Brickhouse,,https://comedybangbang.fandom.com/wiki/Now_It%27s_Time_For_A_Breakdown,,1.0,0.250,0.762,FALSE
595,2019-04-01,training,2019,79,regular,Mothers Olive Oil,Demi Adejuyigbe;Carl Tart as The Chief and Cleveland Columbus;Alyssa Limperis as Mother,,https://comedybangbang.fandom.com/wiki/Mother%27s_Olive_Oil,,1.0,0.250,0.762,FALSE
596,2019-04-08,training,2019,87,regular,Mr. Met and the Legitimate Witch,Griffin Newman;Paul F. Tompkins as Mr. Met;Alison Rich as Mathilda Primble,,https://comedybangbang.fandom.com/wiki/Mr._Met_and_the_Legitimate_Witch,,1.0,0.250,0.762,FALSE
597,2019-04-15,training,2019,86,regular,Simpson and Smith,Baron Vaughn;Zac Oyama as Denny Simpson;Ify Nwadiwe as Gregory Smith,Would You Rather,https://comedybangbang.fandom.com/wiki/Simpson_and_Smith:_Selling_Stories,,1.0,0.250,0.762,FALSE
598,2019-04-22,training,2019,84,regular,Secret Shopping with Motley Crue,Tim Robinson;Ryan Rosenberg as The Super Secret Shopper;Natalie Palamides as Nikki Sixx;Courtney Pauroso as Nikki Seven,Would You Rather,https://comedybangbang.fandom.com/wiki/Secret_Shopping_with_Motley_Crue,,1.0,0.250,0.762,FALSE
599,2019-04-29,training,2019,911,anniversary,10th Anniversary,Jason Mantzoukas;Andy Daly as Hot Dog and Dalton Wilcox;Paul F. Tompkins as Lord Andrew Lloyd Webber;Seth Morris as Bob Ducca;Jon Hamm;Lauren Lapkus as Todd;Jessica McKenna as Beth;Zach Reino as Dash Grabum;Jon Gabrus as Gino Lombardo;Ego Nwodim as Entrée PeeE Neur and Prince Chinedu;Zeke Nicholson as Bone Queef and Kiwi Kris;Carl Tart as MC Sugar Butt and The Chief;Rob Huebel;Thomas Lennon as himself and Little Gary;Matt Besser as Björk;Paul Scheer as Chip Garvey;Tawny Newsome as Gary Urbansky and Rum Tum Tugger;Madeline Walter as Charles Manson;Taran Killam as Bever Hopox;Paul Brittain as Chico Hands;Ryan Gaul as Bisby St. Hancock and Jisby;Thomas Middleditch as Joey Tortellini;Adam Scott;Chelsea Peretti;Nick Kroll as Fabrice Fabrice;Drew Tarver as Martin Sheffield Lickly;Weird Al Yankovic;Paul Rust as himself and Mama Bread;Neil Campbell as Ernie Bread and Mr. Bread;Bobby Moynihan as Fourvel and Batman;Mary Holland as Eugenia Wobbles;Horatio Sanz;Ben Schwartz;Jon Daly as Mall McCartney;Shaun Diston as Rudi North and Judy North;Mike Hanford as John Lennon;Will Hines as Randy Useless;Brendon Small as Captain Mustache;Jessica St. Clair as Marissa Wompler;Lennon Parham as Charlotte Listler;James Adomian as Jesse Ventura and Huell Howser,New No-Nos,https://comedybangbang.fandom.com/wiki/10th_Anniversary_Part_1,11,1.0,0.250,0.762,TRUE
600,2019-05-06,training,2019,90,regular,Patrick McMahon Returns,Jason Mantzoukas;Andy Daly as Patrick McMahon,Would You Rather,https://comedybangbang.fandom.com/wiki/Patrick_McMahon_Returns:_A_Story_About_Johnny_McGory,8,1.0,0.250,0.762,TRUE
601,2019-05-13,training,2019,82,anniversary,20th Anniversary Special,Kulap Vilaysack;Lily Sullivan as Becky;Ryan Gaul as Randy H. Over,,https://comedybangbang.fandom.com/wiki/20th_Anniversary_Special,,1.0,0.250,0.762,FALSE
602,2019-05-20,training,2019,86,regular,Four...Dollars Hundred,David Cross;Will Hines as Louis Green;Ele Woods as Dina Dennis,,https://comedybangbang.fandom.com/wiki/Four%E2%80%A6Dollars_Hundred,,1.0,0.250,0.762,FALSE
603,2019-05-27,training,2019,85,regular,Fastidious Makeover with The Sloppy Boys,"Mike Hanford as himself, John Lennon, and Ralph Slodge;Tim Kalpakis as himself and Dr. Olivia Slodge;Jefferson Dutton;Neil Campbell as Mr. Fastidious/Dan Slodge",,https://comedybangbang.fandom.com/wiki/Fastidious_Makeover_with_The_Sloppy_Boys,,1.0,0.250,0.762,FALSE
